Total_Population,Median_Income,Percent_Bachelor_or_Higher,ZIP
38317,79101,80.0,11418
48096,90818,73.6,11419
51153,97919,78.1,11420
41552,81324,78.9,11421
32296,101416,89.2,11422
29921,79500,84.9,11423
0,-666666666,-666666666.0,11424
19733,112325,88.3,11426
25187,84691,83.3,11427
19554,89593,82.1,11428
27845,95721,85.0,11429
332,-666666666,91.5,11430
64268,72001,80.9,11432
38865,73118,78.1,11433
68182,71728,87.0,11434
59961,76915,80.4,11435
21349,87685,84.8,11436
2140,-666666666,100.0,11439
0,-666666666,-666666666.0,11451
21434,130208,88.5,11501
7111,145833,93.8,11507
1682,155925,97.8,11509
35070,135693,93.4,11510
5040,110865,96.7,11514
8450,98333,97.2,11516
10294,110280,92.3,11518
44876,110152,83.5,11520
28207,186300,96.2,11530
29095,91774,85.5,11542
12068,164306,96.7,11545
585,-666666666,92.2,11547
2230,102188,94.0,11548
2508,-666666666,100.0,11549
60668,83333,75.7,11550
26043,147468,92.5,11552
27886,102066,78.0,11553
36856,129268,92.3,11554
0,-666666666,-666666666.0,11556
8290,162266,94.3,11557
8660,104253,94.8,11558
8732,129732,89.0,11559
7043,162143,90.3,11560
38755,130046,96.1,11561
22055,137828,91.6,11563
9013,153582,97.4,11565
33976,172868,95.8,11566
4272,250001,98.6,11568
1110,104386,98.0,11569
28262,149420,94.5,11570
29961,134615,94.4,11572
19102,123056,82.0,11575
12506,224698,98.4,11576
12399,191607,97.2,11577
5062,181375,97.2,11579
43396,132632,89.6,11580
22770,135060,90.8,11581
47951,133349,84.9,11590
10520,157273,96.2,11596
14531,179846,95.1,11598
70365,59153,79.8,11691
24584,57687,84.0,11692
13558,72714,85.6,11693
21788,100190,89.6,11694
3946,134563,93.3,11697
27874,97299,85.5,11701
14044,134602,96.6,11702
17414,126027,92.6,11703
39753,120147,88.4,11704
8409,139769,97.7,11705
65437,110965,84.8,11706
6763,136346,95.2,11709
34950,167039,96.8,11710
8905,95974,88.8,11713
22444,123473,94.2,11714
3786,141774,98.2,11715
10074,119612,94.4,11716
64969,111425,70.0,11717
3181,187581,98.6,11718
3519,110179,92.8,11719
29193,123603,91.9,11720
6569,204048,97.8,11721
37032,100387,75.2,11722
2874,250001,96.6,11724
28735,168786,96.9,11725
22059,117113,81.5,11726
30058,93042,90.7,11727
26608,124704,93.5,11729
14168,137649,94.4,11730
30714,151291,96.3,11731
3546,116705,99.0,11732
17304,170074,97.1,11733
32716,143242,92.8,11735
20077,128728,87.6,11738
1400,164464,96.2,11739
11010,144911,93.2,11740
27632,140334,92.1,11741
13448,126755,90.2,11742
41423,164182,95.5,11743
67663,146150,89.1,11746
19605,147013,94.2,11747
3568,109964,89.7,11749
13501,114185,87.7,11751
9164,147672,94.8,11752
13087,172983,94.2,11753
18431,119929,95.9,11754
12227,121196,95.1,11755
42459,141442,93.0,11756
45082,117182,91.2,11757
54201,146410,96.3,11758
22440,160139,97.2,11762
29765,111296,89.5,11763
12711,136360,94.6,11764
708,250001,95.6,11765
11476,146042,93.4,11766
14493,136375,95.7,11767
21333,162475,98.6,11768
9081,122909,97.2,11769
112,113750,84.9,11770
10068,149577,95.3,11771
45345,103207,89.4,11772
24119,120135,91.9,11776
9257,136484,95.9,11777
12496,114848,94.2,11778
38654,113355,94.1,11779
15617,151971,95.7,11780
15113,143822,95.9,11782
21916,157983,96.5,11783
25425,108913,93.4,11784
6559,162143,92.3,11786
34408,139239,95.3,11787
17017,139903,92.9,11788
7434,123794,97.8,11789
19282,145545,98.8,11790
25631,190347,96.2,11791
8595,147563,93.0,11792
30865,164773,96.5,11793
1425,-666666666,100.0,11794
25650,161533,96.2,11795
3843,156136,95.4,11796
9203,193866,95.6,11797
18355,94409,72.6,11798
41967,138289,91.2,11801
30298,179197,97.2,11803
4443,173750,98.5,11804
32330,78857,80.3,11901
741,139917,99.7,11930
0,-666666666,-666666666.0,11931
1032,179844,91.5,11932
6975,84176,93.2,11933
7778,145275,93.1,11934
2847,126071,95.9,11935
21040,114290,91.8,11937
1564,100682,97.7,11939
5462,128598,95.0,11940
2493,119846,93.8,11941
5620,104680,91.3,11942
4799,78615,87.4,11944
17517,117342,87.0,11946
153,-666666666,100.0,11947
535,121250,99.0,11948
13194,125926,96.5,11949
16379,96165,84.5,11950
14969,99040,87.3,11951
5231,107077,92.9,11952
13701,89802,91.4,11953
4322,138900,95.8,11954
2857,77391,93.5,11955
305,106042,98.4,11956
1220,86938,97.5,11957
893,65438,85.3,11958
632,-666666666,98.2,11959
962,173750,98.6,11960
13126,85916,93.5,11961
344,86375,86.2,11962
8445,111129,94.3,11963
3129,98409,86.2,11964
491,82154,99.1,11965
26860,109019,89.9,11967
13623,142500,98.1,11968
563,-666666666,100.0,11970
6286,104720,90.8,11971
413,-666666666,95.0,11972
39,-666666666,100.0,11973
426,-666666666,98.9,11975
2437,185000,98.1,11976
3069,139375,94.6,11977
3969,120909,94.4,11978
5144,113004,97.1,11980
325,86125,100.0,12007
427,135636,100.0,12008
8322,106563,95.8,12009
27213,55083,88.6,12010
4135,83197,96.3,12015
419,-666666666,95.2,12017
7300,123025,96.3,12018
15280,104405,97.0,12019
34571,100653,94.0,12020
1038,93125,81.8,12022
2374,101250,97.6,12023
83,-666666666,100.0,12024
5260,64760,93.4,12025
4244,106439,98.0,12027
1082,78333,91.3,12028
991,95625,97.5,12029
191,80417,80.6,12031
737,55000,90.6,12032
7640,91061,94.1,12033
484,74107,96.7,12035
220,39500,92.7,12036
4083,86650,95.3,12037
28,53906,100.0,12040
319,112619,96.5,12041
297,90147,98.7,12042
7719,75276,92.7,12043
467,86190,94.4,12045
519,-666666666,88.4,12046
23293,71793,91.7,12047
6050,84107,66.6,12051
1974,113977,95.3,12052
4253,92024,92.0,12053
16995,129901,98.1,12054
2029,103750,97.5,12056
1997,70750,93.3,12057
1163,80608,98.1,12058
1417,97692,97.5,12059
1813,100000,96.0,12060
10179,112488,94.7,12061
1662,76198,90.5,12062
609,82208,100.0,12063
254,47375,91.9,12064
44563,112512,95.6,12065
1834,79423,92.8,12066
1457,101786,94.7,12067
2509,66274,90.1,12068
483,64762,91.6,12069
2499,73864,89.0,12070
217,66250,93.5,12071
2992,75380,86.7,12072
2956,82841,91.5,12074
3159,82014,87.7,12075
1271,70625,88.6,12076
6752,131000,95.5,12077
23144,51756,86.2,12078
2,-666666666,100.0,12082
3900,84839,95.9,12083
5069,90052,98.0,12084
255,34375,86.8,12085
1648,74821,94.3,12086
1279,81964,91.6,12087
5782,74375,91.5,12090
1604,76538,91.7,12092
1385,62852,92.3,12093
2676,109674,92.4,12094
12586,69087,88.1,12095
2171,84028,96.7,12106
408,74688,65.6,12108
19744,96724,93.7,12110
95,126125,100.0,12115
1351,77292,95.8,12116
2716,63929,86.8,12117
16557,85651,92.7,12118
635,88000,93.8,12120
2358,116250,98.3,12121
3585,52500,88.9,12122
4938,103611,96.6,12123
246,-666666666,98.5,12124
1092,72768,94.9,12125
431,82417,88.2,12130
188,55357,93.5,12131
133,205208,84.5,12132
4304,65689,88.6,12134
790,150114,96.9,12136
2035,112841,96.5,12137
2922,69271,89.2,12138
286,83750,98.0,12139
1412,93750,97.6,12140
5443,74524,88.8,12143
21808,92875,93.6,12144
412,67250,92.6,12147
4371,146786,94.2,12148
2208,68654,92.0,12149
589,72000,98.6,12150
871,90833,95.0,12151
703,82829,89.2,12153
2820,110833,91.9,12154
1748,61429,91.3,12155
831,102167,98.5,12156
4574,72467,90.4,12157
6045,89363,93.0,12158
8663,112031,97.6,12159
834,70595,86.6,12160
35,-666666666,100.0,12161
485,57292,91.7,12164
198,61719,100.0,12165
1505,72297,91.6,12166
2414,57386,90.4,12167
1749,92644,93.4,12168
379,38979,88.8,12169
5225,97975,92.8,12170
211,58403,100.0,12172
2038,77725,97.5,12173
588,-666666666,96.2,12174
700,83734,97.4,12175
366,50000,93.4,12176
455,87224,100.0,12177
53807,68766,90.2,12180
14790,54190,88.3,12182
2968,64018,86.6,12183
7288,92344,94.2,12184
1785,105735,93.3,12185
6325,113684,96.1,12186
701,72083,93.3,12187
11615,83496,94.2,12188
18461,57536,91.5,12189
641,53977,74.7,12190
1496,83375,73.1,12192
1674,76442,93.8,12193
177,58214,89.2,12194
184,138571,100.0,12195
3954,110000,94.7,12196
1951,78750,95.6,12197
7150,99402,96.9,12198
9700,45172,81.5,12202
30545,75239,93.8,12203
8728,70260,90.0,12204
26436,87681,92.5,12205
14793,33136,81.4,12206
2337,45682,87.8,12207
23128,65701,93.3,12208
10427,78858,88.6,12209
9873,46244,89.6,12210
13254,133587,97.7,12211
6358,108750,100.0,12222
0,-666666666,-666666666.0,12226
27915,89468,94.6,12302
29680,77917,91.5,12303
21901,63349,85.8,12304
6922,50945,88.0,12305
27735,80207,93.7,12306
7863,31571,75.7,12307
14367,56156,88.6,12308
33332,119268,96.8,12309
35138,65289,88.8,12401
3864,71851,85.8,12404
550,64583,100.0,12405
590,62813,66.9,12406
132,61875,96.5,12407
958,107723,97.8,12409
329,27548,98.4,12410
377,75592,100.0,12411
537,64286,86.4,12412
3144,56758,87.9,12413
10065,62665,88.8,12414
205,-666666666,76.6,12416
873,120865,96.3,12417
294,73000,90.9,12418
881,95469,96.5,12419
351,113229,95.3,12420
224,85625,96.7,12421
398,53906,92.1,12422
1255,66500,85.7,12423
261,59550,88.3,12424
1025,72279,98.5,12427
7032,70645,88.5,12428
153,-666666666,100.0,12429
1341,62071,81.8,12430
1845,83688,94.2,12431
581,43104,87.2,12432
628,60707,100.0,12433
984,46612,90.3,12434
231,81786,100.0,12435
430,-666666666,91.7,12436
48,-666666666,82.1,12438
297,-666666666,96.5,12439
1493,92258,96.1,12440
105,46250,100.0,12441
648,32853,97.3,12442
3582,104620,95.4,12443
538,65357,95.3,12444
4894,73600,92.0,12446
142,-666666666,91.5,12448
3193,82112,87.7,12449
221,-666666666,94.0,12450
1044,51193,95.3,12451
27,-666666666,100.0,12452
240,-666666666,100.0,12453
456,79500,80.9,12454
1810,74274,90.4,12455
728,89732,93.2,12456
1283,70911,95.6,12457
3501,58576,59.5,12458
68,103125,91.7,12459
215,-666666666,100.0,12460
1371,93081,97.3,12461
1341,-666666666,97.2,12463
1093,57250,95.2,12464
384,80069,95.1,12465
2070,66667,95.8,12466
1325,59722,92.0,12468
803,96250,93.2,12469
778,79063,83.2,12470
268,2499,100.0,12471
1177,63795,91.8,12472
663,94353,97.0,12473
856,51310,91.4,12474
460,73882,94.3,12475
18557,71094,91.7,12477
324,-666666666,100.0,12480
1493,76616,90.4,12481
550,107941,95.4,12482
71,2499,100.0,12483
3373,87321,98.2,12484
904,60885,95.2,12485
1760,86556,97.5,12486
3935,82500,94.6,12487
154,26852,87.0,12489
0,-666666666,-666666666.0,12490
2059,79861,99.0,12491
181,123333,98.0,12492
324,-666666666,94.1,12493
865,135693,97.5,12494
87,58571,100.0,12495
1311,82917,86.0,12496
4580,68438,96.2,12498
2170,75221,82.0,12501
1147,80278,90.1,12502
787,97000,93.1,12503
1152,-666666666,100.0,12504
238,107880,97.3,12507
19152,87618,85.6,12508
184,93958,100.0,12512
154,-666666666,100.0,12513
2980,120800,87.3,12514
1567,-666666666,95.5,12515
1859,126164,86.7,12516
384,95250,100.0,12517
5861,101117,95.8,12518
3088,118333,98.6,12520
1607,86500,94.9,12521
4775,72215,83.8,12522
1986,58188,93.3,12523
15609,90654,92.5,12524
1739,98281,98.7,12525
3519,88938,93.9,12526
16,-666666666,100.0,12527
13358,84754,94.3,12528
2296,81172,91.5,12529
283,-666666666,57.2,12530
2590,134676,95.7,12531
26249,131167,94.8,12533
17792,72331,88.3,12534
14066,83288,92.7,12538
9297,112637,95.6,12540
5490,110047,93.9,12542
3135,90111,92.2,12543
33,-666666666,100.0,12544
4521,87083,95.6,12545
2700,79157,91.8,12546
3277,98375,93.8,12547
1074,80521,87.0,12548
10635,112850,93.7,12549
55404,73148,86.1,12550
27409,96088,89.5,12553
18136,85539,96.7,12561
7691,95088,91.3,12563
7700,113026,94.4,12564
1559,60848,95.6,12565
12407,99679,93.9,12566
2347,93571,92.6,12567
9603,105037,95.4,12569
6923,118552,95.9,12570
9235,112414,95.2,12571
9287,96163,94.0,12572
293,-666666666,100.0,12574
1584,142104,88.5,12575
1552,146731,95.5,12577
2125,97386,97.5,12578
4556,110500,85.8,12580
2041,86184,96.1,12581
6168,128720,74.2,12582
1832,79583,97.0,12583
842,91058,90.9,12585
12802,83125,88.9,12586
19584,112862,89.3,12589
36816,102212,92.1,12590
1429,67857,86.7,12592
4117,92798,90.6,12594
43623,59652,88.4,12601
42215,100761,94.0,12603
1978,-666666666,100.0,12604
12448,52244,76.0,12701
1132,73232,84.1,12719
274,250001,94.8,12720
7872,86026,90.7,12721
0,-666666666,-666666666.0,12722
1776,77417,96.3,12723
78,-666666666,76.9,12724
323,86607,89.7,12725
1357,70798,93.5,12726
1382,65385,92.1,12729
830,45909,97.2,12732
1996,32679,60.9,12733
1016,51766,84.2,12734
122,41048,100.0,12736
1625,99219,92.1,12737
359,68854,100.0,12738
1695,83571,94.3,12740
168,43281,100.0,12741
194,103611,84.1,12742
310,-666666666,94.3,12743
5,-666666666,100.0,12745
600,69500,96.8,12746
2026,55588,95.2,12747
1751,78351,90.9,12748
539,-666666666,100.0,12749
36,38529,100.0,12750
1151,50972,94.5,12751
302,-666666666,100.0,12752
7800,50081,85.8,12754
3857,58750,91.2,12758
2145,44598,83.1,12759
425,85300,100.0,12760
350,-666666666,82.1,12762
470,-666666666,92.4,12763
1713,56828,87.2,12764
891,89500,97.5,12765
658,72625,87.3,12766
225,53611,100.0,12767
866,47552,87.6,12768
363,-666666666,93.8,12769
180,94286,95.1,12770
14454,59141,89.8,12771
2474,109010,90.7,12775
2072,71905,89.8,12776
846,151667,90.8,12777
402,63472,92.7,12778
2304,-666666666,69.9,12779
2268,57466,95.1,12780
202,61250,75.3,12781
1409,78125,83.9,12783
0,-666666666,-666666666.0,12784
1041,130127,95.3,12785
568,78750,89.8,12786
97,55093,100.0,12787
2841,72875,75.9,12788
2336,71813,95.8,12789
4226,77216,92.6,12790
690,80336,98.6,12791
167,95250,100.0,12792
14754,64665,88.8,12801
8828,84074,92.6,12803
27805,87589,94.2,12804
201,127885,93.9,12808
3612,63750,90.9,12809
537,68393,78.3,12810
225,49531,89.4,12811
349,183047,98.8,12812
1135,97321,98.3,12814
1099,65962,92.1,12815
4626,70260,92.8,12816
1951,72813,91.1,12817
286,59766,91.5,12819
102,-666666666,100.0,12820
2378,29732,59.3,12821
6200,75000,87.7,12822
502,112317,100.0,12823
1088,103929,93.6,12824
3673,80705,93.1,12827
9590,71339,89.4,12828
18318,97990,93.8,12831
6486,64256,90.1,12832
5233,99006,91.2,12833
6261,85050,91.7,12834
2545,68690,89.6,12835
461,84722,91.3,12836
879,74327,88.5,12837
721,65688,97.5,12838
13764,62035,89.5,12839
95,58850,97.9,12841
705,-666666666,92.1,12842
678,64655,96.2,12843
293,173077,100.0,12844
4573,90625,93.9,12845
3004,61875,87.1,12846
687,70000,92.1,12847
425,-666666666,84.6,12849
2729,95434,92.8,12850
319,90208,84.9,12851
365,65833,88.7,12852
1379,51824,85.5,12853
98,-666666666,100.0,12854
207,59659,84.5,12855
313,56141,96.4,12856
738,64519,91.8,12857
146,95625,94.5,12858
1855,101369,89.2,12859
364,59375,95.6,12860
556,89000,95.4,12861
266,-666666666,98.1,12862
883,87778,98.6,12863
9,-666666666,100.0,12864
3448,65500,91.1,12865
38813,96678,94.3,12866
1690,62639,96.9,12870
4197,77813,92.3,12871
103,-666666666,100.0,12872
875,95197,96.8,12873
155,-666666666,100.0,12874
767,67344,89.6,12878
4797,65200,90.8,12883
591,45750,87.0,12884
4411,56027,84.9,12885
231,117739,94.0,12886
4720,61094,85.3,12887
32431,57811,89.4,12901
1705,76027,98.6,12903
1886,58304,77.5,12910
0,-666666666,-666666666.0,12911
1809,70938,91.0,12912
1077,68182,93.2,12913
876,47083,77.7,12914
58,-666666666,86.0,12915
2375,52339,92.5,12916
1232,68185,86.7,12917
2607,87045,97.6,12918
2716,73929,89.4,12919
2429,67885,89.9,12920
2870,92634,96.0,12921
37,84375,92.9,12922
506,52250,86.5,12923
325,55918,52.1,12924
2325,59375,87.0,12926
295,60000,96.0,12927
1869,71571,95.5,12928
3433,65125,55.9,12929
843,64615,86.5,12930
1090,57813,88.8,12932
27,-666666666,0.0,12933
1197,70278,82.5,12934
1406,61538,87.0,12935
671,71154,95.1,12936
1464,50288,93.7,12937
141,-666666666,83.0,12939
1692,78125,97.0,12941
516,113750,98.6,12942
300,51579,94.4,12943
3887,63977,93.0,12944
528,71250,89.9,12945
4774,76023,93.8,12946
668,75438,88.8,12950
265,40750,74.3,12952
13323,59191,80.8,12953
345,60417,97.7,12955
1248,56824,79.1,12956
1647,48469,80.0,12957
1829,64271,90.1,12958
1618,54500,84.0,12959
900,58162,95.5,12960
97,-666666666,88.7,12961
5051,63634,91.6,12962
96,91250,71.3,12964
272,44688,88.3,12965
3152,70583,85.4,12966
1226,64688,90.0,12967
219,57188,95.0,12969
937,81875,100.0,12970
7049,116563,93.3,12972
169,55313,85.8,12973
2054,53827,89.9,12974
210,67386,95.9,12975
175,68672,97.4,12976
1324,-666666666,62.5,12977
256,92355,84.6,12978
2534,45375,86.2,12979
1118,59438,86.8,12980
2397,74830,89.6,12981
7336,61237,92.5,12983
915,75588,81.9,12985
5356,60333,89.9,12986
152,109688,95.8,12987
970,84226,93.1,12989
3774,82175,88.7,12992
1634,63636,95.8,12993
1983,64712,93.2,12996
1217,69758,96.0,12997
294,38125,90.2,12998
107,65938,88.6,13020
37640,56649,90.4,13021
1380,-666666666,32.8,13024
1737,91652,95.1,13026
35432,88706,95.5,13027
809,87356,98.8,13028
7878,91650,93.7,13029
4008,75972,95.0,13030
15741,87663,95.4,13031
12902,71417,91.9,13032
3661,75300,95.6,13033
2022,92500,91.4,13034
8476,102386,96.1,13035
9020,79681,93.6,13036
9669,75777,96.2,13037
17033,104541,96.1,13039
2620,61458,88.9,13040
11902,109119,92.9,13041
2012,97500,90.3,13042
3026,66379,85.0,13044
28157,63762,89.8,13045
37,-666666666,100.0,13051
1763,74219,94.5,13052
4717,81429,94.9,13053
1218,95500,99.8,13054
14329,72302,91.9,13057
2731,56284,88.4,13060
627,78583,96.3,13061
212,-666666666,99.4,13062
1696,75238,95.0,13063
222,-666666666,88.4,13065
12752,115625,96.3,13066
4778,78125,97.0,13068
23378,59318,89.2,13069
864,69125,89.8,13071
838,59583,90.8,13072
6514,67074,94.7,13073
4453,73804,90.7,13074
2416,76250,91.5,13076
6646,70016,94.5,13077
10867,115699,92.9,13078
3519,74479,92.4,13080
1114,98125,96.1,13081
3750,76754,96.3,13082
1989,75167,87.2,13083
3801,84900,96.7,13084
161,113750,100.0,13087
21914,70180,92.3,13088
29344,85313,93.6,13090
2726,62014,88.4,13092
2410,60197,91.7,13101
52,-666666666,100.0,13102
226,50729,71.5,13103
16753,118295,95.9,13104
6284,87632,96.3,13108
2389,92188,94.6,13110
1790,49250,86.3,13111
1728,77857,93.1,13112
52,36875,95.5,13113
7397,71161,84.3,13114
225,67679,96.3,13115
3652,82232,85.3,13116
279,41389,84.3,13117
5811,66202,81.7,13118
0,-666666666,-666666666.0,13119
2218,58287,90.0,13120
0,-666666666,-666666666.0,13121
982,59483,96.4,13122
32,-666666666,0.0,13123
102,102500,97.5,13124
36278,60475,91.7,13126
3115,63398,84.1,13131
3495,71146,94.0,13132
132,-666666666,100.0,13134
6296,77817,91.6,13135
329,39779,89.6,13136
139,-666666666,100.0,13138
4335,58750,81.8,13140
655,76875,95.3,13141
6044,86554,91.4,13142
2354,70368,91.0,13143
1323,47857,78.9,13144
1595,44554,87.9,13145
2176,59545,81.9,13146
929,71083,76.1,13147
10854,56365,84.3,13148
7700,100938,96.8,13152
337,137586,97.3,13153
34,-666666666,100.0,13154
567,63229,92.5,13155
2169,59521,94.7,13156
535,43029,87.9,13157
1352,81648,91.7,13158
5243,91458,95.7,13159
2262,91058,94.6,13160
409,82717,100.0,13162
332,73750,89.8,13163
2720,83571,96.6,13164
9511,64668,90.5,13165
5758,74014,92.8,13166
2982,71176,87.0,13167
7331,26271,78.9,13202
16884,42451,83.6,13203
19550,40330,84.9,13204
18069,37510,82.7,13205
16713,55806,89.4,13206
12784,56730,90.6,13207
23094,41751,74.9,13208
13171,62134,90.7,13209
19144,38472,89.8,13210
5968,69419,90.2,13211
20638,70748,93.8,13212
8899,87095,94.6,13214
14317,101754,95.6,13215
15557,82083,93.9,13219
8881,78030,91.7,13224
8384,-666666666,100.0,13244
0,-666666666,-666666666.0,13290
156,111250,100.0,13301
1377,52056,84.1,13302
1295,82500,96.8,13303
1919,94464,95.5,13304
201,73304,86.2,13305
4429,82174,87.0,13308
5805,69387,90.7,13309
837,98646,98.9,13310
308,68984,100.0,13312
597,34476,80.0,13313
153,39167,59.5,13314
1404,71250,88.6,13315
5912,53843,90.7,13316
4002,64056,86.6,13317
1056,83438,94.1,13318
550,53466,90.3,13319
2085,76136,93.4,13320
803,55234,95.0,13321
1073,86731,89.9,13322
11151,80438,96.8,13323
1653,74250,86.9,13324
929,69609,91.2,13325
4698,77198,96.6,13326
2230,73333,91.0,13327
1451,105882,91.7,13328
3555,55388,90.6,13329
69,62222,100.0,13331
2878,70202,84.7,13332
57,55909,100.0,13333
943,54107,96.0,13334
1355,51977,81.8,13335
653,105950,98.2,13337
1242,51000,89.8,13338
6084,56269,89.8,13339
7479,66775,91.5,13340
275,63750,80.9,13342
1625,68056,93.5,13343
175,52750,94.3,13345
6244,57114,95.3,13346
1669,76203,92.5,13348
9695,61489,90.3,13350
29,-666666666,100.0,13352
41,58125,93.8,13353
3285,84781,92.2,13354
1139,66645,78.9,13355
10301,70342,93.1,13357
128,-666666666,92.1,13360
661,61667,87.5,13361
2409,87838,91.1,13363
232,75833,96.1,13364
8449,59353,92.5,13365
8682,63361,90.2,13367
1121,56688,93.7,13368
1087,58990,98.0,13402
7087,98954,79.1,13403
127,-666666666,91.4,13404
492,93875,93.9,13406
5140,70185,94.0,13407
3383,62308,90.5,13408
1976,67313,95.5,13409
536,-666666666,79.7,13410
2743,60163,88.1,13411
16282,93729,95.2,13413
82,62813,100.0,13415
2235,79375,91.3,13416
3103,55167,96.6,13417
212,101250,95.0,13418
1092,104659,82.4,13420
12857,60459,90.2,13421
2274,78438,92.0,13424
1762,62171,91.9,13425
1533,63839,94.5,13428
1939,87250,92.9,13431
1647,47969,89.7,13433
275,60795,92.3,13435
107,68250,89.2,13436
307,54125,87.9,13437
2994,70096,94.5,13438
3715,56364,87.8,13439
41198,62141,87.9,13440
222,88654,100.0,13441
252,58542,90.7,13450
4874,59167,83.4,13452
732,84167,95.4,13454
46,-666666666,100.0,13455
3977,87977,97.1,13456
32,-666666666,60.0,13457
2048,63421,89.9,13459
4293,62106,87.6,13460
3158,88083,96.2,13461
1245,53788,88.0,13464
291,52500,92.2,13468
1317,123045,97.2,13469
710,60972,79.1,13470
2656,63707,84.4,13471
340,100208,100.0,13472
1128,96563,93.2,13473
39,77083,100.0,13475
2975,68093,89.3,13476
1485,62870,92.1,13477
3040,71849,97.0,13478
3426,70703,92.9,13480
63,56250,100.0,13482
454,108009,97.9,13483
29,-666666666,100.0,13484
1635,67305,90.2,13485
738,69125,87.7,13486
141,58500,89.8,13488
533,68750,93.1,13489
1181,92083,98.9,13490
3853,72000,88.2,13491
11395,86537,95.5,13492
2205,60227,85.4,13493
222,52292,83.1,13494
2081,58653,95.2,13495
40152,50626,78.2,13501
33962,53548,87.5,13502
38332,57936,90.3,13601
2798,-666666666,100.0,13602
14050,56853,98.4,13603
5261,71250,90.9,13605
2423,90625,88.1,13606
1750,60667,96.4,13607
1818,71932,89.8,13608
312,82708,92.9,13611
2703,70223,98.2,13612
2604,45893,89.4,13613
345,67500,96.4,13614
586,97794,99.6,13615
1936,45921,72.3,13616
12124,66804,93.1,13617
1814,57439,96.5,13618
10625,61844,88.4,13619
2066,56462,86.4,13620
578,52083,92.0,13621
1985,71875,92.9,13622
51,42656,100.0,13623
4933,79313,86.2,13624
1551,70109,95.3,13625
2282,77371,95.2,13626
268,45357,94.9,13628
1443,52063,79.3,13630
107,-666666666,100.0,13632
318,64583,71.8,13633
3947,85000,92.7,13634
1244,72833,88.6,13635
177,59167,87.8,13636
4493,61261,97.5,13637
372,-666666666,100.0,13638
24,21635,87.5,13639
302,76250,97.5,13640
54,74038,100.0,13641
9237,49906,85.1,13642
60,-666666666,100.0,13643
0,-666666666,-666666666.0,13645
2257,57250,90.1,13646
150,-666666666,100.0,13647
2007,55966,91.3,13648
37,-666666666,100.0,13649
1355,83594,95.7,13650
126,95000,100.0,13651
1796,59643,91.7,13652
2380,61484,82.9,13654
3669,58344,96.0,13655
3230,52885,78.6,13656
2326,67955,93.1,13658
379,57019,87.3,13659
1849,69250,90.7,13660
1825,77712,95.0,13661
16117,54359,90.2,13662
404,75156,76.0,13664
812,74423,83.7,13665
216,34167,96.8,13666
3171,53209,81.6,13667
3200,76888,90.8,13668
16044,62099,84.1,13669
383,31971,77.4,13670
376,62500,94.8,13672
2163,65500,92.4,13673
137,-666666666,100.0,13674
61,-666666666,100.0,13675
14179,54113,93.5,13676
105,26197,100.0,13678
1108,93250,95.0,13679
1398,75231,82.1,13680
971,46890,78.6,13681
845,83125,96.8,13682
66,-666666666,100.0,13683
1172,58077,87.6,13684
2187,83125,96.7,13685
505,44375,91.5,13687
773,47614,83.2,13690
3123,75972,94.0,13691
216,153750,100.0,13692
294,49844,100.0,13693
1253,74091,92.4,13694
200,120417,100.0,13695
174,52865,100.0,13696
1879,70732,92.5,13697
2021,-666666666,100.0,13699
2871,66096,89.1,13730
1002,74808,93.7,13731
7607,85877,96.9,13732
5049,56841,87.5,13733
2372,70795,91.5,13734
1807,65333,90.5,13736
44,-666666666,43.8,13738
801,60893,90.9,13739
560,68333,93.8,13740
3394,54693,91.8,13743
1359,61250,87.9,13744
2142,57426,90.9,13746
29,-666666666,100.0,13747
3760,72531,88.7,13748
711,58352,97.3,13750
209,148241,100.0,13751
868,64773,92.4,13752
5593,66201,93.7,13753
2656,51958,90.8,13754
888,59643,94.5,13755
694,61818,89.1,13756
1274,69803,91.2,13757
43240,60690,92.7,13760
148,65625,85.4,13774
1806,76420,95.8,13775
404,87500,97.6,13776
396,74500,94.3,13777
5349,66544,94.4,13778
862,70179,86.8,13780
730,53315,83.8,13782
2331,51023,85.6,13783
294,71224,54.5,13784
366,49833,84.1,13786
3067,70655,87.4,13787
959,90909,93.1,13788
18584,54014,89.4,13790
2954,53285,96.2,13795
996,53466,93.0,13796
2061,61722,86.6,13797
1496,63828,85.1,13801
1079,-666666666,97.3,13802
4278,59154,86.0,13803
190,55313,87.0,13804
222,91250,94.9,13806
1296,71500,90.7,13807
1379,56810,92.3,13808
1964,50909,93.0,13809
1260,86786,99.2,13810
4120,80030,90.6,13811
2293,71029,88.9,13812
1131,95833,99.1,13813
18,-666666666,100.0,13814
12925,61750,89.5,13815
22500,65483,93.2,13820
3058,66250,91.2,13825
91,-666666666,100.0,13826
11770,68566,91.1,13827
4933,60469,86.7,13830
449,56250,81.4,13832
4297,51198,85.6,13833
118,52277,100.0,13834
1301,63250,86.1,13835
3984,56563,90.5,13838
1319,56295,84.7,13839
483,51250,82.1,13841
610,75357,87.8,13842
2094,71975,83.7,13843
638,62679,92.4,13844
369,30086,93.3,13846
17,-666666666,100.0,13847
4424,55795,89.9,13849
23544,74621,94.1,13850
6063,46840,91.4,13856
101,65682,100.0,13859
228,134583,100.0,13860
454,54695,88.9,13861
3702,57545,94.4,13862
473,64167,80.5,13863
1148,54934,97.7,13864
