Total_Population,Median_Income,Percent_Bachelor_or_Higher,ZIP
539,107440,100.0,68517
1975,96094,93.1,68520
38231,62582,88.8,68521
13756,72917,86.1,68522
1849,121563,96.9,68523
5941,73372,89.9,68524
8088,121900,95.7,68526
2098,138558,98.4,68527
6771,72760,97.1,68528
209,151786,94.9,68531
665,171094,95.1,68532
0,-666666666,-666666666.0,68588
30224,67871,88.6,68601
2734,75250,95.4,68620
206,70625,100.0,68621
367,75625,98.5,68622
384,53261,99.7,68623
973,80938,90.5,68624
553,93942,97.4,68626
829,66250,92.8,68627
891,54125,91.0,68628
1210,75938,91.8,68629
345,70000,95.1,68631
3767,68889,91.7,68632
1077,80994,93.9,68633
672,58438,86.5,68634
454,82188,95.6,68635
1146,68984,98.3,68636
258,39583,96.1,68637
1931,60625,87.6,68638
1180,78594,93.3,68640
1122,61375,88.5,68641
1788,93802,95.7,68642
997,80556,94.7,68643
704,73750,92.5,68644
768,95527,93.0,68647
256,68125,89.1,68648
1893,85057,95.9,68649
1224,73750,96.2,68651
640,59130,90.3,68652
691,84612,96.8,68653
563,63333,95.6,68654
108,71250,93.5,68655
682,87171,94.6,68658
223,42917,73.8,68659
1084,53750,93.7,68660
7203,72088,63.9,68661
1192,84750,92.7,68662
796,61500,97.3,68663
328,80938,91.1,68664
786,51875,98.3,68665
1608,72500,88.7,68666
63,140833,98.0,68667
527,72917,95.2,68669
31116,61351,93.9,68701
734,62500,88.9,68710
57,53482,89.5,68711
2286,67083,93.8,68713
1094,57895,95.7,68714
1792,90655,98.3,68715
914,68750,94.6,68716
263,62150,94.5,68717
1676,57300,91.9,68718
165,-666666666,99.2,68719
228,92750,94.1,68720
464,47500,94.5,68722
654,100134,97.1,68723
285,53750,82.5,68724
589,45833,98.7,68725
680,62209,97.0,68726
686,48542,91.7,68727
227,86458,95.8,68728
1791,65893,93.6,68729
2058,76985,95.9,68730
3680,83798,79.3,68731
135,74306,92.0,68732
1153,67625,87.2,68733
97,-666666666,100.0,68734
891,65893,95.6,68735
775,78281,96.1,68736
2599,86453,95.6,68739
821,81176,97.4,68740
703,80625,95.2,68741
253,69375,91.3,68742
685,70833,85.4,68743
1528,60000,93.1,68745
262,41635,95.4,68746
184,90795,100.0,68747
2590,63576,77.7,68748
52,56250,79.5,68749
62,54375,97.8,68751
605,59688,97.2,68752
63,68036,100.0,68753
395,68125,93.7,68755
1961,60938,94.1,68756
810,72083,89.0,68757
1363,57188,89.3,68758
419,63750,93.2,68759
1210,48438,89.2,68760
372,72500,87.0,68761
4750,67054,92.1,68763
788,66250,90.5,68764
1124,68333,98.4,68765
393,57000,97.7,68766
3490,59918,94.9,68767
690,67917,97.7,68768
1778,60463,92.1,68769
1386,61645,92.7,68770
1544,77976,96.3,68771
148,43611,84.3,68773
321,63917,93.4,68774
15167,61923,76.4,68776
553,59792,96.4,68777
674,65000,98.3,68778
2306,76343,94.0,68779
917,74323,97.3,68780
1680,62083,93.6,68781
927,54688,87.6,68783
1715,52697,71.7,68784
208,93125,86.8,68785
1039,78125,92.9,68786
6980,59931,95.2,68787
4454,66174,87.8,68788
79,-666666666,93.8,68789
902,63560,96.7,68790
1967,77426,95.7,68791
328,69213,98.0,68792
30277,58266,79.1,68801
25824,66885,88.9,68803
879,58571,78.3,68810
637,70750,98.5,68812
512,68347,95.1,68813
914,57917,90.9,68814
668,68750,90.5,68815
120,56985,100.0,68816
387,79444,90.6,68817
5718,68260,98.5,68818
282,72250,96.5,68820
83,35417,92.9,68821
4644,59583,94.9,68822
2148,64083,96.0,68823
1534,55600,92.2,68824
930,60833,91.7,68825
3945,62137,95.0,68826
666,61500,94.1,68827
191,46333,95.2,68828
824,52500,97.8,68831
2039,91402,97.2,68832
140,52083,86.4,68833
180,59688,95.5,68834
554,54375,92.9,68835
1822,74091,96.6,68836
74,70833,100.0,68837
222,-666666666,97.4,68838
2950,72419,85.4,68840
739,78906,97.5,68841
563,51000,90.5,68842
779,80750,96.2,68843
196,61369,100.0,68844
21234,73450,93.8,68845
311,56667,96.0,68846
17104,66818,92.0,68847
1324,-666666666,-666666666.0,68849
12175,66875,66.3,68850
558,64375,92.9,68852
1344,51000,92.2,68853
791,78456,95.5,68854
324,73125,98.0,68855
704,77500,96.1,68856
390,70139,96.0,68858
450,46979,97.0,68859
266,61250,96.8,68860
129,42656,97.1,68861
2974,62000,93.5,68862
1360,91875,92.4,68863
1175,72917,97.3,68864
923,97188,92.4,68865
1002,70481,94.6,68866
2157,61875,90.8,68869
602,80221,96.6,68870
302,45000,85.6,68871
857,81890,99.0,68872
3497,70903,94.8,68873
709,49643,96.4,68874
553,53594,87.6,68875
1914,75050,91.2,68876
595,73125,87.3,68878
383,57969,98.1,68879
111,-666666666,100.0,68881
395,56250,93.2,68882
2539,77115,93.5,68883
26307,59579,91.8,68901
1397,60833,94.2,68920
1138,64464,91.3,68922
124,75500,97.5,68923
1426,77153,97.2,68924
449,80625,93.0,68925
580,50662,93.2,68926
1133,65556,94.9,68927
346,61071,97.2,68928
144,58750,91.2,68929
1332,66875,96.8,68930
389,77500,88.4,68932
903,76250,94.1,68933
135,-666666666,92.5,68934
726,50156,96.7,68935
218,58333,91.5,68936
1827,75521,95.3,68937
490,88125,97.7,68938
1016,48576,90.9,68939
503,102604,96.3,68940
779,68750,93.5,68941
527,60938,88.2,68942
245,99375,96.2,68943
1307,73056,87.9,68944
195,62188,100.0,68945
29,27083,100.0,68946
607,54671,96.9,68947
366,59583,89.8,68948
6606,60898,91.2,68949
289,67396,92.8,68950
95,88750,89.2,68952
20,-666666666,60.0,68954
2208,85313,96.7,68955
1127,77083,95.3,68956
476,85250,99.2,68957
620,64583,94.9,68958
3888,70583,90.7,68959
189,62344,92.7,68960
543,53750,95.6,68961
115,145714,94.1,68964
460,64688,90.6,68966
1150,58403,85.6,68967
1235,60046,92.8,68970
377,60000,91.2,68971
287,58750,97.0,68972
456,67813,94.3,68973
279,74667,91.5,68974
93,80588,96.0,68975
224,82125,86.7,68976
319,65000,95.0,68977
2449,61142,90.5,68978
1606,69875,94.3,68979
457,93750,98.6,68980
214,58750,96.0,68981
636,73533,96.5,68982
8926,58557,92.8,69001
652,68281,93.7,69020
1273,56528,94.9,69021
1673,66042,90.4,69022
425,90417,100.0,69023
1163,50179,94.5,69024
1009,56359,95.2,69025
208,47569,67.8,69026
25,-666666666,100.0,69027
678,70313,90.4,69028
397,50625,94.0,69029
241,70625,85.4,69030
499,59028,91.0,69032
2582,55521,83.2,69033
959,53810,94.4,69034
89,-666666666,76.7,69036
194,-666666666,100.0,69037
437,61875,92.2,69038
85,66250,97.3,69039
641,53750,92.9,69040
58,54583,100.0,69041
1,-666666666,100.0,69042
463,42083,95.1,69043
621,46905,91.2,69044
797,52411,96.1,69045
153,110357,98.4,69046
28136,60724,93.2,69101
1181,70511,96.5,69120
353,60833,97.9,69121
701,68472,89.8,69122
863,77222,94.4,69123
245,49821,85.7,69125
796,58438,94.3,69127
375,38750,78.8,69128
1213,54070,90.0,69129
5079,57859,86.0,69130
679,62321,98.8,69131
118,89792,100.0,69132
405,65208,88.2,69133
407,57143,92.7,69134
0,-666666666,-666666666.0,69135
4111,88214,92.5,69138
1701,62614,93.2,69140
412,78500,91.2,69141
117,-666666666,100.0,69142
1778,82250,96.8,69143
199,55855,86.9,69144
2642,53995,86.3,69145
196,51429,98.4,69146
449,49375,88.9,69147
53,-666666666,84.0,69148
729,49554,98.6,69149
395,80179,66.8,69150
861,68750,96.9,69151
776,42992,94.1,69152
6007,59200,90.2,69153
1180,44063,96.0,69154
1082,71136,91.7,69155
649,70625,90.1,69156
117,58750,84.8,69157
58,60781,90.4,69161
7260,52672,91.3,69162
906,81250,96.4,69163
1781,82900,92.8,69165
629,70038,89.3,69166
360,55893,91.9,69167
229,74250,95.0,69168
504,47708,94.3,69169
299,55781,94.5,69170
0,-666666666,-666666666.0,69171
3912,59265,97.6,69201
2118,47538,90.8,69210
329,66667,96.4,69211
283,-666666666,89.8,69212
186,68750,100.0,69214
219,78214,91.9,69216
440,27404,97.6,69217
407,90417,96.6,69218
47,110000,100.0,69219
44,-666666666,100.0,69220
85,47361,93.5,69221
9677,67641,91.0,69301
23,-666666666,100.0,69331
254,67375,91.5,69333
2244,60086,90.6,69334
58,65833,80.5,69335
2218,50682,88.9,69336
6552,52560,94.8,69337
1432,60433,97.6,69339
30,-666666666,100.0,69340
10707,65750,91.2,69341
2494,53750,88.1,69343
458,71250,89.5,69345
522,50066,93.4,69346
1381,72188,96.4,69347
1167,68598,97.1,69348
328,50313,90.9,69350
197,79423,97.0,69351
706,53711,82.8,69352
69,24853,71.2,69353
87,68636,100.0,69354
163,55625,89.8,69355
2162,57525,84.6,69356
3510,66551,87.5,69357
1888,56250,90.7,69358
1284,48417,89.0,69360
17231,57188,89.1,69361
21,-666666666,100.0,69365
317,88984,98.9,69366
161,66875,100.0,69367
40071,68702,93.0,70001
19195,66152,94.6,70002
40529,76626,90.7,70003
23555,82890,95.2,70005
15379,64097,90.2,70006
3820,91574,87.4,70030
1392,49453,91.5,70031
4296,49071,80.3,70032
772,55313,75.8,70036
17071,85828,92.6,70037
14,-666666666,0.0,70038
2240,74034,90.6,70039
963,-666666666,83.9,70040
2588,32981,58.3,70041
22192,55655,82.3,70043
13467,98846,92.1,70047
1154,62733,95.5,70049
18,-666666666,100.0,70050
1858,63891,80.4,70051
3003,82063,94.0,70052
16743,43463,74.5,70053
42627,62092,86.5,70056
4564,58965,82.6,70057
40856,58881,86.1,70058
16930,49724,76.7,70062
50210,63379,88.7,70065
3075,59518,78.7,70067
33371,70274,88.2,70068
14207,83031,92.7,70070
3181,46402,85.4,70071
55332,56643,81.5,70072
5112,65880,85.1,70075
89,-666666666,87.6,70076
2809,70717,89.6,70079
685,113667,86.2,70080
429,-666666666,90.5,70082
2155,47813,72.5,70083
5832,56250,80.3,70084
5085,44522,78.5,70085
1756,50377,84.9,70086
7238,61216,90.3,70087
7513,58534,84.8,70090
286,51354,55.0,70091
7134,65855,77.4,70092
31405,46657,77.7,70094
4310,31250,88.9,70112
9613,33598,72.4,70113
22010,40175,86.7,70114
33069,91672,93.2,70115
10482,43226,90.4,70116
25888,37472,87.2,70117
36800,60636,91.8,70118
36028,47507,87.5,70119
10956,56378,88.2,70121
35147,44750,88.6,70122
27633,78415,94.2,70123
20212,113525,98.0,70124
18475,56810,86.3,70125
30154,34621,86.1,70126
26153,37401,85.7,70127
22538,47937,88.2,70128
10314,51500,74.0,70129
13202,78674,90.9,70130
25749,60157,93.2,70131
0,-666666666,-666666666.0,70139
264,2499,100.0,70148
0,-666666666,-666666666.0,70163
47429,61296,87.6,70301
374,-666666666,100.0,70310
4769,46071,84.2,70339
132,-666666666,100.0,70340
3848,34306,79.5,70341
4786,52083,75.8,70342
5118,75521,82.0,70343
5306,55956,69.8,70344
8692,60212,79.0,70345
9347,29220,85.0,70346
398,-666666666,65.0,70352
768,24706,34.8,70353
4015,52688,72.2,70354
1331,52457,81.4,70355
1634,40906,73.1,70356
2880,52580,78.3,70357
903,-666666666,82.8,70358
9843,50799,84.3,70359
28470,82759,90.4,70360
24886,44797,75.1,70363
29691,69953,86.3,70364
1967,44118,76.3,70372
5845,67841,72.2,70373
6498,58514,75.5,70374
133,74091,90.9,70375
3762,48750,65.2,70377
20877,47406,76.6,70380
7336,54250,76.1,70390
101,-666666666,100.0,70391
8395,47692,78.9,70392
151,-666666666,55.2,70393
14491,52083,77.8,70394
3788,82944,85.7,70395
1046,121667,73.6,70397
20748,46669,87.6,70401
1943,-666666666,100.0,70402
31483,50153,84.0,70403
8391,76722,97.6,70420
13048,46363,80.8,70422
5912,25885,80.2,70426
17894,41890,83.5,70427
5378,46671,77.1,70431
40598,76753,93.4,70433
20098,82467,90.2,70435
339,-666666666,68.6,70436
7402,68380,88.7,70437
20345,46862,83.3,70438
6093,39357,74.9,70441
346,107569,79.7,70442
8139,55651,74.7,70443
9883,59973,83.8,70444
9391,67695,87.6,70445
7208,72547,78.1,70446
17400,120305,97.6,70447
26364,90475,94.3,70448
2985,70662,81.0,70449
2332,41274,89.8,70450
69,-666666666,100.0,70451
13281,63435,86.0,70452
1235,68348,85.5,70453
32111,65355,88.0,70454
2006,77546,96.1,70455
2389,44698,82.9,70456
169,-666666666,100.0,70457
39555,67311,91.7,70458
21843,58535,85.0,70460
32229,84973,88.0,70461
4884,55081,90.9,70462
104,23375,86.7,70463
184,15304,83.7,70464
638,18269,64.0,70465
10435,61457,62.7,70466
23425,96250,96.3,70471
27379,30378,78.1,70501
29469,90286,94.4,70503
39926,53426,90.1,70506
18777,64383,92.4,70507
39962,85006,94.5,70508
23864,50594,83.8,70510
10140,50281,81.6,70512
90,-666666666,100.0,70513
1979,29580,89.9,70514
4314,47344,75.3,70515
1244,50102,76.6,70516
26453,53012,80.8,70517
15991,88824,88.9,70518
40,-666666666,100.0,70519
20619,56277,87.2,70520
168,-666666666,95.2,70522
360,85260,92.8,70523
239,-666666666,69.8,70524
14689,47217,78.0,70525
17332,35934,78.0,70526
2633,44383,85.0,70528
13329,59004,80.7,70529
1534,85627,94.0,70531
2541,42179,79.7,70532
7356,56667,82.6,70533
737,46000,70.9,70534
16892,46358,77.3,70535
207,93750,92.1,70537
13342,47174,84.2,70538
767,62560,54.9,70541
3338,59531,83.5,70542
4162,69417,82.5,70543
10612,55042,83.6,70544
16526,49339,80.5,70546
9202,57639,84.6,70548
3208,39715,76.7,70549
38,-666666666,100.0,70550
728,39232,68.0,70551
1069,27331,76.1,70552
5128,25356,83.2,70554
8745,68100,85.4,70555
644,110213,81.0,70556
24,-666666666,100.0,70558
3047,52679,75.8,70559
37763,45313,78.7,70560
19873,71826,89.8,70563
38498,43750,81.0,70570
60,-666666666,-666666666.0,70575
1386,33846,71.5,70576
3988,47549,82.0,70577
16937,53884,84.5,70578
130,56415,78.9,70580
1021,42155,83.1,70581
19497,46258,83.8,70582
9326,50806,78.7,70583
6965,58148,80.0,70584
252,30625,75.5,70585
19474,35759,74.4,70586
3208,46809,85.6,70589
5313,83382,92.3,70591
29682,98110,95.2,70592
32936,48385,85.1,70601
40870,86068,96.2,70605
28165,50358,85.1,70607
473,-666666666,100.0,70609
20383,96187,90.9,70611
14204,42963,83.3,70615
0,-666666666,-666666666.0,70629
2028,68440,91.8,70630
386,-666666666,87.3,70631
225,-666666666,98.2,70632
8373,75081,86.8,70633
25441,68331,88.4,70634
1046,118531,78.7,70637
1156,49662,90.9,70638
539,80000,87.5,70639
185,18021,62.3,70640
202,-666666666,75.6,70643
319,19177,88.8,70644
988,98056,90.7,70645
515,-666666666,81.8,70646
11770,66206,92.0,70647
7364,53059,78.2,70648
157,-666666666,100.0,70650
39,-666666666,100.0,70651
2092,56638,87.3,70652
3528,61827,88.2,70653
170,-666666666,49.0,70654
2760,48061,84.5,70655
3143,57551,81.1,70656
4594,75500,89.3,70657
766,64125,89.2,70658
1473,60985,89.4,70659
2185,68017,82.7,70660
1598,27219,77.0,70661
540,91250,93.9,70662
30299,56276,88.2,70663
12405,82776,88.2,70665
6488,47618,82.6,70668
9640,64736,89.2,70669
22172,94375,90.0,70706
6779,101450,93.5,70710
5322,86008,82.7,70711
3897,82019,59.2,70712
17817,61103,89.1,70714
1227,47639,65.4,70715
3983,89375,97.4,70719
484,2499,88.5,70721
5100,74400,90.6,70722
1103,49038,90.9,70723
725,-666666666,66.0,70725
60707,78119,92.3,70726
1027,137581,79.6,70729
3324,60759,83.0,70730
1164,58967,71.6,70732
1413,79271,88.8,70733
9775,124205,91.8,70734
724,22813,59.2,70736
45958,78946,86.2,70737
13654,101598,95.6,70739
982,63875,91.1,70740
706,137923,100.0,70743
5842,76979,77.0,70744
252,-666666666,59.5,70747
7351,59196,78.8,70748
1258,40473,85.4,70749
1398,33889,64.9,70750
661,87045,72.0,70752
939,30772,57.9,70753
12483,65964,85.5,70754
1686,50543,77.3,70755
747,18706,71.6,70756
1880,51168,80.1,70757
1385,-666666666,93.1,70759
6663,46939,86.9,70760
358,42150,91.4,70761
804,80625,87.2,70762
4584,105579,94.0,70763
15578,62892,79.3,70764
15647,65669,84.9,70767
48856,113521,91.3,70769
3246,96211,89.3,70770
1197,74271,89.2,70772
0,-666666666,-666666666.0,70773
10335,79893,90.6,70774
11073,72674,94.7,70775
5826,65065,76.2,70776
4365,73431,94.1,70777
3270,104988,95.7,70778
980,139712,94.0,70780
82,37000,61.1,70782
2290,112083,80.4,70783
22804,77222,88.8,70785
0,-666666666,-666666666.0,70786
229,46288,89.6,70787
4076,41914,79.7,70788
778,32702,67.6,70789
30458,78977,93.5,70791
274,108750,100.0,70801
24701,33025,80.1,70802
3281,-666666666,100.0,70803
24050,27556,73.7,70805
29532,52393,88.9,70806
16012,28615,78.5,70807
36716,71002,97.1,70808
26684,79148,97.1,70809
42219,91057,94.6,70810
13359,38796,85.0,70811
11011,38832,87.7,70812
1994,-666666666,100.0,70813
11092,51733,92.3,70814
31423,56405,88.6,70815
44610,64960,94.0,70816
33478,99753,95.5,70817
10155,73316,95.4,70818
3983,75000,90.8,70819
22540,43884,94.2,70820
0,-666666666,-666666666.0,70825
256,-666666666,100.0,70836
4120,38043,87.1,71001
155,41827,99.3,71002
663,46635,87.5,71003
438,52188,92.0,71004
15400,87495,92.5,71006
1277,45837,94.9,71007
373,33393,88.5,71008
71,27833,89.7,71009
1463,35428,88.2,71016
1221,35996,82.9,71018
7593,46522,79.1,71019
501,19779,72.6,71021
2961,34917,90.5,71023
1152,46000,94.1,71024
986,36849,87.4,71027
1496,30054,90.6,71028
170,50500,78.9,71029
1285,55142,87.7,71030
767,40250,84.5,71031
2474,78250,91.9,71032
3445,59119,90.6,71033
250,-666666666,87.8,71034
22090,68113,89.8,71037
3951,30328,75.9,71038
2338,57959,85.4,71039
7996,30813,77.7,71040
402,53365,72.0,71043
704,55551,91.6,71044
734,69899,79.8,71045
907,62625,69.7,71046
11403,53214,78.9,71047
130,82975,94.1,71048
3614,44500,78.8,71049
2383,67596,86.4,71051
9023,33304,73.0,71052
17894,31629,86.6,71055
2415,46768,88.4,71060
1859,34259,86.7,71061
575,41563,82.8,71063
3719,41463,86.1,71064
759,28711,93.2,71065
19,-666666666,100.0,71066
3221,-666666666,86.3,71067
3453,28219,88.8,71068
485,22125,75.8,71069
1299,52480,80.5,71070
2149,31121,83.5,71071
1424,66133,94.2,71072
2545,38958,89.3,71073
5737,32670,80.6,71075
7673,93993,91.1,71078
229,-666666666,68.2,71079
3871,29755,86.6,71082
6200,17999,74.8,71101
6582,27135,75.1,71103
12264,50554,92.6,71104
19705,62865,95.2,71105
33470,68085,88.7,71106
33632,47024,84.8,71107
19979,32742,78.0,71108
17971,31377,82.8,71109
3080,61953,96.5,71110
42953,65463,89.7,71111
33084,57053,90.8,71112
14094,63714,93.4,71115
25193,56933,92.7,71118
10561,48533,91.8,71119
12958,50996,89.9,71129
20817,56521,92.1,71201
26680,27627,78.2,71202
40063,43298,90.0,71203
1399,-666666666,100.0,71209
0,-666666666,-666666666.0,71212
0,-666666666,-666666666.0,71218
894,60913,83.2,71219
20973,37774,81.6,71220
2801,33603,80.5,71222
407,21250,58.8,71223
7827,72018,91.4,71225
2134,42358,72.2,71226
3891,57746,88.7,71227
1588,52796,81.3,71229
0,-666666666,-666666666.0,71230
5770,47823,81.0,71232
174,-666666666,81.1,71233
5069,73616,88.8,71234
4206,46786,86.0,71235
1260,45801,78.3,71237
2305,54625,84.3,71238
8045,49015,89.0,71241
67,36667,100.0,71242
203,-666666666,100.0,71243
4233,26067,91.6,71245
1243,28808,88.4,71247
53,40750,100.0,71250
7555,35091,83.4,71251
367,38125,63.1,71253
6772,29008,66.4,71254
641,41094,91.2,71256
1728,52276,78.3,71259
2931,30983,80.8,71260
1302,23021,81.9,71261
6443,41576,83.5,71263
1022,54900,89.9,71264
1786,62250,80.5,71266
2368,56935,89.3,71268
12865,46238,79.8,71269
33112,36679,88.5,71270
1900,-666666666,100.0,71272
2403,32023,88.6,71275
177,71827,100.0,71276
1863,30625,84.5,71277
88,-666666666,61.0,71279
4965,73659,89.7,71280
9402,34457,75.9,71282
379,60347,78.7,71286
34606,67448,92.1,71291
21939,48800,82.8,71292
14331,41923,77.1,71295
19165,42314,82.8,71301
13559,36012,82.6,71302
23505,67717,88.8,71303
60,-666666666,100.0,71316
67,-666666666,86.6,71320
5423,24588,78.8,71322
1156,35875,77.8,71323
1518,31953,83.9,71325
718,47014,74.2,71326
5726,40814,69.6,71327
7923,72669,92.5,71328
37,-666666666,100.0,71330
897,-666666666,71.6,71331
756,21696,56.6,71333
10165,32500,85.3,71334
1459,36528,73.0,71336
0,-666666666,-666666666.0,71339
1922,34375,66.0,71340
2990,47332,81.4,71341
7417,58772,88.4,71342
6383,50580,80.0,71343
0,-666666666,-666666666.0,71345
2360,43984,88.3,71346
4510,45015,82.4,71350
12036,42878,81.6,71351
1668,43629,87.6,71353
1396,54583,91.9,71354
2140,45050,78.8,71355
539,25625,69.5,71356
1481,30556,74.2,71357
953,38854,63.6,71358
367,-666666666,100.0,71359
35832,60090,89.8,71360
1848,50139,81.8,71362
1507,41774,85.8,71366
1562,60851,80.9,71367
1232,35264,75.3,71368
2178,33796,77.2,71369
2192,69375,80.9,71371
5583,40493,85.4,71373
1139,22266,73.5,71375
2178,35516,84.7,71378
24,-666666666,100.0,71401
3864,71964,89.2,71403
678,49537,89.9,71404
5823,71984,94.1,71405
175,2499,86.8,71406
1287,-666666666,94.2,71407
5449,56375,87.2,71409
65,-666666666,85.3,71410
2653,29500,71.3,71411
327,21776,85.6,71414
255,28816,85.9,71415
1012,40000,95.5,71416
4943,47389,78.7,71417
5363,31928,75.7,71418
1770,55500,90.2,71419
1670,45729,83.2,71422
4631,61591,79.9,71423
1398,60682,100.0,71424
24,-666666666,0.0,71425
153,35750,70.4,71426
338,23669,84.4,71427
0,-666666666,-666666666.0,71428
2850,46426,90.2,71429
2491,48188,80.2,71430
847,53050,95.0,71432
3927,43281,83.8,71433
47,-666666666,86.5,71434
3672,66848,87.2,71435
1150,62644,75.6,71438
2061,46910,85.4,71439
806,160101,66.7,71441
22152,55243,87.1,71446
1071,41719,83.4,71447
9084,36284,88.8,71449
807,40298,97.0,71450
156,27862,96.8,71452
2570,54127,76.3,71454
205,-666666666,100.0,71455
949,89150,94.3,71456
25608,43057,89.7,71457
10402,51967,95.5,71459
2197,50265,87.4,71461
1557,41852,77.0,71462
9312,51250,76.8,71463
3509,59600,82.6,71465
421,46379,71.2,71466
8421,57330,78.6,71467
514,77260,69.0,71468
2684,34444,85.0,71469
138,-666666666,98.9,71472
482,31483,94.1,71473
368,85962,90.5,71474
14,-666666666,100.0,71475
592,54861,79.8,71479
1219,54375,61.2,71480
9636,45000,83.8,71483
3046,82917,94.9,71485
5232,45446,80.7,71486
1392,2499,100.0,71497
13550,34870,85.5,71601
15573,61863,87.8,71602
30604,48180,91.2,71603
510,39038,83.2,71630
579,43527,87.2,71631
10481,49936,87.2,71635
3294,35019,74.5,71638
5285,38008,78.3,71639
2533,27035,75.3,71640
1099,67731,92.5,71642
5389,30000,82.6,71643
418,70357,86.1,71644
6405,37444,82.4,71646
1431,33906,91.6,71647
47,-666666666,96.8,71651
961,43750,90.6,71652
4640,53464,84.8,71653
4459,41020,79.8,71654
14296,44767,87.8,71655
447,41500,79.7,71658
10,-666666666,0.0,71659
852,-666666666,98.1,71660
164,26875,83.5,71661
58,-666666666,0.0,71662
626,44792,88.0,71663
5191,50855,90.7,71665
0,-666666666,-666666666.0,71666
7020,56117,86.0,71667
1056,40955,78.3,71670
8852,44324,85.0,71671
570,38500,82.5,71674
1612,40677,89.4,71675
550,34821,89.6,71676
91,-666666666,89.9,71677
0,-666666666,-666666666.0,71678
18102,50341,88.2,71701
2192,45256,87.2,71720
0,-666666666,-666666666.0,71721
40,33472,82.5,71722
308,38824,96.9,71724
220,43125,78.4,71725
913,29367,88.6,71726
27,-666666666,100.0,71728
29287,50745,86.3,71730
1669,64028,93.4,71740
4799,36900,88.7,71742
3371,48896,92.6,71743
2816,61445,86.4,71744
141,70577,93.2,71745
821,35500,86.6,71747
74,120417,100.0,71748
2886,63654,86.6,71749
529,67813,85.8,71751
673,36719,96.5,71752
16388,45731,88.1,71753
194,58788,100.0,71758
387,-666666666,98.0,71759
2988,48828,92.1,71762
1712,75494,87.8,71763
1403,55461,90.5,71764
2344,36412,89.2,71765
602,70119,74.7,71766
3304,44524,83.6,71770
19,102500,93.3,71772
15521,45298,81.8,71801
117,250001,100.0,71820
7629,64583,92.1,71822
75,-666666666,100.0,71823
441,71471,91.3,71825
1254,44844,62.2,71826
738,56971,83.9,71827
94,-666666666,100.0,71831
10586,54185,68.0,71832
2088,31466,85.5,71833
1704,63140,79.0,71834
1147,55474,92.8,71835
3306,53292,87.3,71836
4570,63936,83.7,71837
1121,36471,88.2,71838
260,31029,63.7,71839
698,-666666666,91.5,71841
1962,53288,81.7,71842
1629,36339,82.6,71845
2662,47500,84.1,71846
265,28750,96.8,71847
1894,47098,94.3,71851
9688,51176,88.6,71852
242,19813,93.8,71853
36148,46207,87.7,71854
206,42232,91.3,71855
5515,41773,88.5,71857
1718,47000,91.8,71858
296,30833,87.8,71859
2205,34524,88.9,71860
1817,51125,88.9,71861
700,35272,82.8,71862
67,-666666666,98.1,71864
233,61250,85.0,71865
497,-666666666,86.0,71866
30023,51863,87.6,71901
18998,66754,96.4,71909
46227,54836,91.3,71913
3594,54333,87.6,71921
207,30789,87.5,71922
14400,48602,90.6,71923
4278,47905,88.2,71929
1074,43250,76.4,71933
597,37604,95.9,71935
2370,48643,77.8,71937
1433,50382,95.1,71940
2274,64360,94.6,71941
169,74750,96.8,71942
3760,40476,84.7,71943
851,64500,86.0,71944
1234,31719,83.2,71945
843,25167,85.5,71949
748,83672,94.6,71950
44,-666666666,100.0,71952
13159,51642,91.4,71953
1348,47500,94.1,71956
2876,45781,85.3,71957
2258,42434,86.5,71958
805,-666666666,89.8,71959
1289,49281,86.7,71960
1313,41659,85.3,71961
853,32386,75.2,71962
4961,53976,86.6,71964
230,-666666666,92.7,71965
4668,74359,95.5,71968
205,40000,87.8,71969
726,61635,85.2,71970
405,55307,95.8,71971
401,64038,91.1,71972
1468,40921,73.8,71973
779,-666666666,-666666666.0,71998
480,-666666666,100.0,71999
598,30850,74.0,72001
20896,77552,89.6,72002
791,68750,86.9,72003
798,36850,90.2,72004
58,36563,62.2,72005
2175,51952,88.5,72006
10507,78608,89.7,72007
5599,51645,86.8,72010
4813,77726,91.8,72011
13133,59120,89.7,72012
1885,51667,82.8,72013
54,-666666666,93.5,72014
27298,63825,90.7,72015
3062,51302,88.9,72016
359,26250,94.8,72017
29529,82751,94.6,72019
3256,43036,86.4,72020
3593,36227,80.0,72021
18153,77033,92.8,72022
36042,72637,93.3,72023
4068,53569,91.4,72024
787,51944,91.4,72025
261,51250,97.3,72026
1171,58981,85.4,72027
0,-666666666,-666666666.0,72028
1678,30089,80.4,72029
680,36061,92.4,72030
7097,45556,84.1,72031
34900,59410,93.9,72032
48286,57081,94.9,72034
2055,-666666666,100.0,72035
540,17063,78.5,72036
87,58750,92.0,72038
2213,53542,88.9,72039
2485,35660,84.9,72040
1130,42841,76.5,72041
5043,56010,85.8,72042
1192,57642,84.5,72044
1234,68750,83.9,72045
4100,56875,86.6,72046
758,53935,92.5,72047
120,146875,95.8,72048
537,42632,75.6,72051
119,61875,81.9,72052
0,-666666666,-666666666.0,72053
629,66364,83.8,72055
1194,-666666666,96.2,72057
18083,79985,94.2,72058
13,-666666666,100.0,72059
546,39583,87.9,72060
122,65833,79.8,72061
1981,31500,85.5,72063
2797,61827,88.7,72064
5853,65426,88.4,72065
